"Date","cloud_cover","sunshine","global_radiation","max_temp","mean_temp","min_temp","precipitation","pressure","snow_depth","Number of Bicycle Hires","CO","NO","NO2","O3","PM10","SO2","Bus journeys (m)","Underground journeys (m)","DLR Journeys (m)","Tram Journeys (m)","Overground Journeys (m)","London Cable Car Journeys (m)","TfL Rail Journeys (m)"
2013-11-27,5,5.5,53,10.9,4.4,0.6,0.2,103890,0,20274,0.6,215.3,91.6,3.3,40.1,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-11-28,8,0,15,10.3,6.6,2.2,0,103400,0,20649,0.5,148.3,71.4,3.4,41.1,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-11-29,8,0,15,10.4,8.8,7.2,0,103470,0,19397,0.6,199.10001,94.8,11.4,36.2,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-11-30,6,0,15,9,8.9,7.4,0.2,102690,0,13323,0.4,58.8,50,23.9,24.6,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-01,4,1.6,30,9.7,7.2,5.3,0,102760,0,11711,0.7,134.7,76.6,5.6,31.3,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-02,6,0.2,17,9.7,5.3,0.8,0,103300,0,19630,0.5,116.6,77.2,6.8,35.4,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-03,8,0,13,7.7,7.7,5.7,0,103400,0,20242,0.6,164.60001,89.1,12.5,41.2,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-04,8,0,13,8.9,6.8,5.9,0,102970,0,20035,0.8,262.39999,111.6,6.2,40.6,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-05,5,0,13,10.6,7,5.1,0.2,102940,0,18326,0.6,218.5,111,9.2,38,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-06,3,0.4,18,8.8,5.1,-0.5,0.4,102400,0,18494,0.5,205.60001,105.6,12,33.9,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-07,3,5.1,45,9.4,5.1,1.4,0,102780,0,13625,0.6,263.29999,114.8,3.2,44,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-08,7,0,13,12,6.2,3,0,102670,0,13076,0.7,211.2,107.2,6.7,29.9,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-09,2,3.2,35,11.3,8,4,0.2,102550,0,19969,0.8,322.70001,127.6,5.8,42.9,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-10,0,5.3,45,9.6,8.1,4.8,0.2,102890,0,20432,0.9,365.5,134.2,2.7,61.5,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-11,3,0.9,21,5.5,4.9,0.1,0.4,103130,0,19123,1.6,398.70001,121,2.9,67.1,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-12,0,2.4,30,11.2,3.1,0.7,0.2,102950,0,19420,1.1,403.5,137.7,2.2,76.4,NA,193.219191076835,106.338038845047,8.227135,2.56859706236611,10.6287027336278,0.076424,NA
2013-12-13,3,0.8,21,12.6,4.9,-1.5,0.2,102480,0,16921,0.8,307.5,125.7,2.5,55.8,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-14,7,0,12,11.8,8.8,5,1.8,101960,0,14049,0.6,181.10001,100.1,9.2,43.1,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-15,3,2,28,12.7,7.7,3.5,1.2,102240,0,8557,0.5,137,84.1,12.9,21.5,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-16,6,0,12,13.3,8.9,5,9,101910,0,13825,0.6,192.5,98.7,15.7,24.7,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-17,7,0,12,7.4,11,8.6,12.8,101660,0,15689,0.6,199.10001,99.7,13.1,27.4,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-18,7,0,12,10.8,6,4.6,2.8,102170,0,17311,0.6,228.10001,112.2,7.3,33,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-19,6,1.1,22,9,7.9,4.9,7.8,100770,0,17738,0.8,312.5,143,7,36.3,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-20,3,5.1,42,11.1,7,4.9,3.8,100210,0,18046,0.6,254.5,120.1,9.1,40.6,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-21,2,5.4,43,12.1,6.6,2.1,2.6,101870,0,5774,0.4,104.6,75.1,24.2,19.1,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-22,7,0,12,10.1,8.2,4.2,6.4,101250,0,9233,0.5,141.10001,91.6,17.5,25.2,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-23,2,3.2,34,11.9,8.7,7.2,0.2,100980,0,6246,0.5,121.1,85.3,20.7,21.3,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-24,6,0,12,9.5,8.2,4.4,27,99830,0,6201,0.5,132.10001,87.9,23.8,20.9,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-25,6,0.3,16,7,8.7,7.9,5.6,97950,0,27715,0.5,90.8,74.2,21.2,15.9,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-26,3,1.4,24,11.2,5.1,3.2,1.8,98460,0,7666,0.6,142.89999,87,6.9,23.5,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-27,6,1,22,10.8,6.7,2.1,2.4,99510,0,7258,0.5,126.1,84.8,24.5,30.6,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-28,4,1,22,8.8,6.3,1.8,0,98670,0,10533,0.6,182.8,103.5,9.2,27.6,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-29,2,4.5,40,10.5,6.3,3.7,0,99750,0,10983,0.7,192,97.8,2.7,31.6,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-30,1,6.3,48,10.5,5.1,-0.3,0.4,101490,0,8413,0.4,127.8,82.9,18.9,24.8,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2013-12-31,4,1.7,27,10.9,6.4,2.2,6,101070,0,7701,0.5,137.2,94.1,12.8,22.7,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-01,5,0,13,11.4,8,5.1,4.8,100410,0,4327,0.4,96.5,74.8,20.4,19.2,3,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-02,6,0,13,11.1,8.5,5.6,13.8,99300,0,15820,0.5,NA,NA,15.2,23,14.3,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-03,4,5.2,45,10.7,8.6,6.1,4.8,99330,0,11636,0.4,136.3,88.4,22.5,27.6,15.8,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-04,3,2.9,34,9.5,8.6,6.5,12,99440,0,6918,0.5,130.8,87,15.7,22.7,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-05,6,0,13,12.5,7.4,5.3,3.4,99360,0,9145,0.5,132.8,85.5,10.6,19.4,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-06,4,1,23,12.6,6.6,0.7,9.6,100010,0,13066,0.4,138.89999,90.1,23.7,31.5,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-07,5,1.2,25,11.8,7.7,2.7,9.6,99450,0,17420,0.4,155.39999,91,19.7,32.9,NA,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-08,4,1.4,26,12,10.5,9.1,5.2,100300,0,19770,0.5,189.89999,100,11.1,34.5,9.2,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-09,4,0.9,23,9.1,9.4,6.7,3.6,101190,0,19143,0.5,181.89999,98.4,14.5,27.2,9.1,155.130407763179,83.9074752519163,6.452387,2.03385132926458,8.14200078599139,0.068595,NA
2014-01-10,4,3.3,38,10.9,8.7,8.3,0,100640,0,18840,0.6,273.60001,127.1,6.5,34.8,13.2,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-11,3,3.9,41,9.2,6.6,2.3,1.8,101430,0,15723,0.4,135.10001,83.1,13.1,24.8,6.9,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-12,3,6.7,55,9.9,6.8,4.3,0,101860,0,11975,0.7,183.39999,95.2,5.7,36.8,9.1,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-13,4,1.9,31,9.7,4.1,-1.8,2.4,101650,0,17721,0.5,225.8,118.5,11.4,31.9,11.8,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-14,2,3.5,41,10.2,5.9,2.1,4.8,100500,0,20740,0.6,231.89999,118.1,7.3,32,12.3,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-15,5,5.7,52,11.3,5.4,0.5,4.6,100440,0,19243,0.5,NA,NA,7.3,28,11,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-16,7,0,15,10.6,6.3,1.3,2.8,99840,0,18861,0.5,226.7,113.9,10.2,31,12.3,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-17,5,2.6,37,9.2,9,7.4,11.6,99040,0,17434,0.5,242.89999,123.8,10.7,27.8,12.9,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-18,5,1.9,33,10.7,7.9,6.5,7.2,99060,0,15333,0.3,96.3,69.4,10.1,25,5.8,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-19,7,0.9,26,8.6,8.4,6.1,0.2,99140,0,16083,0.5,164.7,94.8,7,25.7,9.2,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-20,2,5.4,54,9.2,7.4,6.2,0,99550,0,21218,0.9,294.10001,119,3.3,46.8,15.1,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-21,6,3.9,46,8.7,4.9,0.6,0.2,100770,0,21756,0.9,355.5,135.7,4.9,53.8,17.6,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-22,5,1.7,33,10.7,4.9,1,8.8,101000,0,21072,0.6,292,124.1,9.1,44,13.9,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-23,7,2.5,39,8.8,6.2,1.6,0.2,100670,0,20020,0.5,223.60001,106.3,6.5,31.2,11.6,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-24,4,2.9,42,8.8,5.5,2.2,1.2,101260,0,19272,0.5,230.89999,113.3,4.3,38.1,11,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-25,7,0,17,12.3,5.3,1.7,5.6,101390,0,14581,0.5,158.8,83.2,13.1,25.6,8.5,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-26,5,1.5,34,9.9,8.5,4.6,1.8,101260,0,7033,0.5,146.39999,94.7,10.3,28.3,8.2,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-27,6,0.1,20,8.8,6.9,3.8,5,100210,0,18285,0.6,244.2,115.5,11.1,30.3,13,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-28,3,3.6,49,10.1,5.4,2,1.8,98990,0,19939,0.6,209.3,111.1,9.1,28.8,11.3,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-29,5,3.7,51,4.8,7,3.8,1.6,98510,0,10585,0.6,188.2,88.1,13,21.1,9.6,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-30,8,0,18,6,4.8,4.7,18.8,99400,0,17052,0.9,218,88.2,4.8,34.6,10.5,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-01-31,7,0,19,9.5,4.7,3.4,0.2,100180,0,13859,0.9,260.20001,103.5,4.7,33.4,13.6,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-01,8,0,19,9.1,5.3,1.1,19.8,99840,0,13981,0.5,133.3,85.6,20.6,25.4,8,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-02,3,5.6,65,10.2,5.6,2,0,99000,0,15924,0.7,156.8,91.3,15.6,33.3,8.4,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-03,2,7,74,8.8,7.6,4.9,0,100530,0,20370,0.5,119.6,78.2,14.4,29.3,5.7,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-04,3,1,34,9.4,6.1,3.4,0,100370,0,21217,0.7,184.60001,100.3,15.8,26.3,9.1,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-05,5,3.9,57,10.1,6.8,4.2,11.2,99670,0,29418,0.8,173.39999,97.9,19.9,28.5,9,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-06,6,1.1,36,10.1,7.8,5.4,1.6,98190,0,25395,0.9,230,111.7,15.2,30.9,11.6,186.647878816633,96.8186657552601,7.775382,2.44791140877564,10.3071350184034,0.067098,NA
2014-02-07,5,0,21,9.8,8.4,6.7,19,98980,0,19857,0.8,204,94.8,11.7,25.1,11.5,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-08,6,4.9,67,9.8,6.8,3.7,5.8,98880,0,10928,0.6,105.6,74.9,30.6,25.8,6.9,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-09,5,4,62,8.7,7.3,4.7,2.4,97900,0,11657,0.6,119.4,78.9,27,23.5,7.2,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-10,5,1.6,43,9.6,7.5,6.3,0.2,98470,0,19278,0.8,212.3,99.1,9.8,24.6,11.4,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-11,5,2.6,53,8.7,6.7,3.8,1.4,99300,0,18514,0.9,223.3,109,8.8,27.6,11.9,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-12,3,2.7,54,9.3,5.4,2,2,99660,0,18000,0.8,187.8,96.9,13.7,27.9,10,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-13,5,0.8,37,8.6,6,2.6,8.2,99410,0,20954,0.9,263.5,117.7,13.2,28.4,13.9,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-14,2,5.6,78,12.4,6.2,3.8,0.4,99250,0,12794,0.7,162.89999,94.7,16,26.3,8.6,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-15,6,0,24,11,7.8,3.1,9.8,99000,0,11208,0.7,135.7,80.1,29.5,26.4,8,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-16,3,6,83,10.7,7.9,4.7,0.4,98860,0,18484,0.7,189.3,96,5.8,36.3,10.4,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-17,1,8.4,101,10.8,6.3,1.9,0.2,100680,0,19013,0.4,203.39999,97.7,5.4,33,10.6,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-18,5,0.1,29,11.1,6.8,2.7,2.2,100770,0,19484,0.7,263,105.6,6.8,36.3,13.3,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-19,5,1.2,45,11,9.3,7.5,5.8,100860,0,21556,NA,NA,NA,NA,37.1,NA,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-20,6,0.1,30,13.5,7.6,4.1,0.8,101120,0,19396,NA,NA,NA,NA,27.6,NA,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-21,6,1.4,49,10.9,10.2,6.8,1.6,100150,0,21269,NA,NA,NA,6.5,30.8,NA,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-22,2,7.3,100,11.9,7.1,3.2,0,100350,0,20033,0.6,170.39999,113.8,10.7,29.1,11.3,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-23,3,6.4,95,12.5,8.3,4.6,0,100910,0,13680,0.4,84.3,79.5,23.2,22.7,7.3,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-24,6,0,29,14.9,9.7,6.8,0,101030,0,21469,0.4,175.39999,107.8,11.4,32,11,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-25,4,4.4,82,10.7,10.9,6.8,3.2,100500,0,20713,0.6,194.39999,122.1,16,29.9,12.4,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-26,5,2,60,11.8,9.4,8.1,2.6,100050,0,23938,1,273,135.7,7.6,37.2,16,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-27,1,7.7,111,12,7.4,2.9,2.8,101270,0,20629,0.6,218.7,124.3,13,32.1,13.4,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-02-28,4,4.9,90,8.4,8.9,5.7,4.8,100700,0,13781,0.4,104.5,88.7,NA,15.8,7.9,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-01,7,1,50,10.1,5.1,1.8,3.4,99890,0,18823,0.4,112.9,85.2,NA,32.6,9.1,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-02,3,5.3,105,10.4,5.4,0.7,0.2,100260,0,11727,0.4,112.2,93.5,NA,24.3,9.8,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-03,6,1.8,68,8.9,6,1.5,7,99420,0,18150,0.5,171.10001,114.6,NA,20.9,12.5,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-04,4,2.6,79,11,6.1,3.3,1,98600,0,23069,0.8,339.29999,152,NA,44.9,19.6,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-05,3,3.1,86,13.2,5.7,0.3,0.2,100340,0,25102,0.8,347.29999,155.10001,NA,54.5,19.9,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-06,2,7.9,135,13.5,6.7,0.2,0,102010,0,24696,0.7,220.5,130,7.1,41.8,13.5,185.628783601246,94.3008428172969,8.276009,2.43356037865966,10.8079772239675,0.084601,NA
2014-03-07,3,6.4,122,16.7,9.2,4.8,0,102440,0,24385,0.7,207.7,116.8,8.1,33.5,13.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-08,3,4.6,106,15.7,11.7,6.6,0,102310,0,25556,0.6,123.6,102.2,10.3,44.4,9.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-09,2,6.5,127,19.2,11.4,7.1,0,102530,0,33955,0.6,130.7,119.2,7.1,52.4,11.4,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-10,0,10.3,163,12.9,12.5,5.8,0,102240,0,24347,0.5,61.4,65.8,25.3,29.5,5.8,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-11,4,3.9,102,11.6,8.6,4.2,0,102810,0,23871,0.3,33.6,49.7,35,29.4,2.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-12,6,0,41,16.3,9,6.3,0,103350,0,27173,0.5,112,82.2,9.8,49,7.9,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-13,1,7.7,145,18.7,9.4,2.5,0.2,103230,0,27552,0.6,117.8,91.8,7.1,71.2,9.2,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-14,5,8.1,150,17,10.4,2.1,0,103010,0,28134,0.8,262.20001,136.7,3.2,80.1,16.5,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-15,0,9.5,165,18.2,9.7,2.3,0,102780,0,29664,0.4,76.8,76.2,18.1,32.6,8,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-16,2,7.1,144,18.9,12.1,5.9,0,102650,0,34421,0.5,105.8,89.9,11.8,25.9,10,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-17,0,11.1,184,14,13,7,0,102380,0,26465,0.6,224.10001,111.7,4.2,37.8,15.2,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-18,2,5,124,14.2,9.8,5.5,0,102170,0,25502,0.5,190.10001,113.4,7.9,33.8,13.2,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-19,6,2.8,98,16.6,10.5,6.7,0,101700,0,26719,0.6,262.20001,130.5,8.7,41.9,14.8,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-20,1,4.1,116,13.9,12.1,7.6,0,102220,0,23718,0.5,200.10001,125.6,16.3,40.4,11.8,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-21,7,1.8,86,13,10.4,6.9,2.6,101000,0,23821,0.8,226.5,134.2,13.1,32,14.3,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-22,4,6.9,152,11.8,9.7,6.4,6,100560,0,19091,1,143.8,108.8,16.3,24.9,10.8,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-23,3,7.1,155,10.7,8,4.1,0,99940,0,17463,0.8,59.7,60.5,29.9,15.3,6.3,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-24,3,7.7,164,11.5,6.1,1.5,0,100760,0,24055,1,157.8,105.4,12.6,26.8,9.3,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-25,2,7.7,165,8.9,5.2,-1.2,6.2,101270,0,19421,0.7,146.7,106.5,16.1,27.3,8.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-26,6,0.1,55,9.5,7.4,5.8,1,100890,0,20493,0.6,74.9,74.1,17.5,21.7,5.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-27,4,2.4,101,11.1,5.9,2.3,1.8,101750,0,23462,0.7,129.89999,105.2,12.9,33.5,8,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-28,4,4.4,131,14,7,2.9,0,101290,0,24198,0.8,166.5,111,5.9,55.4,10,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-29,3,0.9,77,19.3,8.7,3.4,0,101480,0,29511,0.7,120.1,103,13.3,60.8,8.9,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-30,3,10.4,203,19.8,13.2,7,0,101410,0,26605,0.8,98.8,105,10.1,49,8.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-03-31,2,3.6,124,17,13.3,6.8,0,101300,0,26715,0.8,160.5,122,NA,44.2,11.7,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-04-01,5,0.6,73,18.9,13.2,9.3,1.6,101260,0,29782,0.5,191.7,126.2,4.8,52.3,13.4,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-04-02,4,5.2,148,18.5,13,7.1,0,101020,0,28876,0.8,189.8,131.8,4.1,81.2,12.2,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-04-03,4,2.2,105,18.3,13.9,9.3,0,100370,0,28245,0.6,120.5,90.3,7.1,76.7,9.3,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-04-04,4,1.3,90,15.1,14.7,11.1,0,100010,0,27401,0.7,241,125.9,5.5,52.2,16.1,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-04-05,3,0.8,81,14.9,13.1,11.1,0,100800,0,25648,0.4,126,95.3,11.5,26.1,9.9,206.853331705212,107.025406851598,8.276009,2.76587110866271,11.2579516005012,0.089491,NA
2014-04-06,6,2.2,109,16,10.5,6,3,101360,0,16387,0.3,111.7,73.7,12,21.1,9.6,164.112898433373,88.7957539639463,7.561717,2.24239382915273,9.72118180749228,0.144542,2.85485452100818
2014-04-07,8,0.1,63,14.4,13.6,11.1,1.2,101290,0,18883,0.5,188.8,103.9,9.4,24.9,12.6,164.112898433373,88.7957539639463,7.561717,2.24239382915273,9.72118180749228,0.144542,2.85485452100818
2014-04-08,7,0,58,14,13.3,12.2,4,100890,0,26654,0.5,138.89999,106.1,17.6,21.8,9.8,164.112898433373,88.7957539639463,7.561717,2.24239382915273,9.72118180749228,0.144542,2.85485452100818
